LOCAL GOV BANKRUPTCY NEUT EVAL,2019-01-31,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
MEMORIAL-SHARON J. BECK,2019-11-07,2019-11-12,Resolution Adopted
HEALTH SURROGATE-POLST CHANGES,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
CD CORR-PRISON ASSIGNMENTS,2020-02-05,2020-02-05,Referred to Rules Committee
ABUSED CHILD-POLICE-HOME VISIT,2020-02-11,2020-02-18,Referred to Rules Committee
EPA-UNDERGROUND STORAGE TANKS,2020-02-04,2020-05-15,"Rule 2-10 Third Reading/Passage Deadline Established As May 31, 2020"
NEW SEXUAL HARASSMENT RULES,2019-03-20,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
JUV CT-DCFS ASSESSMENT,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
MINERAL RIGHTS - OIL AND GAS,2019-01-30,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
HAZARDOUS MATERIAL NEAR SCHOOL,2020-02-04,2020-02-26,Resolution Adopted
SARCOIDOSIS AWARENESS DAY,2019-09-25,2019-10-28,Referred to Rules Committee
WETLANDS PROTECTION ACT,2019-02-13,2019-03-22,Rule 3-9(a) / Re-referred to Assignments
LANDON EQUESTRIAN CAMP,2020-02-14,2020-02-14,Referred to Assignments
RACIAL DISCRIMINATION,2019-02-05,2019-04-03,Tabled
LEVEE & FLOODPLAIN TASK FORCE,2019-01-10,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
SAFETY-TECH,2019-01-17,2019-04-12,Rule 19(a) / Re-referred to Rules Committee
WORLD POLIO DAY,2019-09-05,2019-10-28,Referred to Rules Committee
MHDDSA-ONE'S OWN HOME-DEFINED,2019-02-14,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
COMMUNITY MENTAL HEALTH REFORM,2020-02-14,2020-02-14,Referred to Assignments
NONDISCLOSURE-HARASSMENT,2019-02-06,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
SCH CD-SEX EDUCATION-CONSENT,2019-02-15,2019-08-26,Public Act . . . . . . . . . 101-0579
OPPOSE SUGAR TAXES,2019-01-10,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
RESTRICT LEAD SHOTSHELLS,2019-05-21,2019-06-01,Resolution Adopted 066-044-000
CENTER FOR REHABILITATION & ED,2020-02-04,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
ENVIRONMENTAL JUSTICE AGENDA,2018-11-30,2019-05-15,Resolution Adopted
HIGHER ED MENTAL HEALTH COMM,2019-01-25,2019-05-01,Added Co-Sponsor Rep. Diane Pappas
HAZARDOUS MATERIALS WORKFORCE,2019-01-08,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
JUV CT-SHELTER CARE HEARING,2019-02-13,2019-03-22,Rule 3-9(a) / Re-referred to Assignments
RIGHTS-ELECTION CANDIDATES,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
OIL & GAS-WELL,2019-01-10,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
CHARTER SCHOOL COMMISSION,2019-01-18,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
MEMORIAL-STEVEN F. GRACEFFA,2019-11-12,2019-11-14,Resolution Adopted
SCH CD-ST FUNDING FORMULA,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
CHILD CARE-DAY CARE HOMES-GUNS,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
CHARTER SCHOOL COMMISSION,2019-01-23,2019-03-22,Rule 3-9(a) / Re-referred to Assignments
MEMORIAL-RALPH LANGENHEIM JR.,2019-10-28,2019-10-30,Resolution Adopted
SCH CD-FUND FORMULA-ADEQUACY,2020-02-14,2020-02-18,Referred to Rules Committee
CENTER FOR REHABILITATION & ED,2020-02-05,2020-05-15,"Rule 2-10 Third Reading/Passage Deadline Established As May 31, 2020"
SCH CD-CLASSROOM PLACEMENT,2019-02-15,2019-04-12,House Floor Amendment No. 1 Rule 19(c) / Re-referred to Rules Committee
NUCLEAR PLANTS-AVOID CLOSURE,2020-05-22,2020-05-22,Referred to Assignments
CHARTER SCHOOL COMMISSION,2019-01-24,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
COMMEND-DOMINIC FALAGARIO,2019-05-07,2019-05-09,Resolution Adopted
FAMILY-VISITATION PROCEEDINGS,2019-02-07,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
EDUCATION-TECH,2019-02-15,2019-02-15,Referred to Assignments
AGR-SOIL & PLANT ADDITIVES,2019-02-15,2019-03-22,Rule 3-9(a) / Re-referred to Assignments
LABOR REL-FINANCIAL ABILITY,2020-02-03,2020-02-03,Referred to Rules Committee
FAMILY FIRST PREVENTION ACT,2019-05-07,2019-05-30,Resolution Adopted
CONAMEND-HUNT & FISH,2019-02-15,2019-02-15,Referred to Rules Committee
VEH CD-TRUCKS-AIR QUALITY,2019-02-08,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
SAFETY-TECH,2020-02-14,2020-05-19,Added as Co-Sponsor Sen. Craig Wilcox
MEMORIAL-DANIEL M. PIERCE,2020-02-19,2020-02-20,Resolution Adopted
SCH CD-COMMODITIES CONTRACTS,2019-01-29,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
CHILD ABUSE-MANDATED REPORTER,2020-01-10,2020-01-29,Added Chief Co-Sponsor Rep. Rita Mayfield
PROCUREMENT-AMERICAN PRODUCTS,2019-02-15,2019-02-15,Referred to Assignments
INC TX-ANAEROBIC DIGESTERS,2020-02-13,2020-02-18,Referred to Rules Committee
AGR-SOIL & PLANT ADDITIVES,2019-02-15,2019-03-22,Rule 3-9(a) / Re-referred to Assignments
ED EMPLOYEE-IMPASSE PROCEDURES,2020-01-16,2020-01-16,Referred to Rules Committee
CONGRATS-TORI TRAUSCHT,2020-05-19,2020-05-22,Resolution Adopted
CRIM CD-CRITICAL INFRASTRCTUR,2020-02-14,2020-02-20,Chief Sponsor Changed to Sen. Steven M. Landek
CAHOKIA MOUNDS NAT. PARK,2019-04-18,2019-05-30,Resolution Adopted
REVENUE-SUBSTANCE ABUSE,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
SCH CD-FUNDING FORMULA-MISC,2020-01-28,2020-01-28,Referred to Rules Committee
MEMORIAL-GREG HINTON,2019-10-28,2019-10-29,Resolution Adopted
COMMEND-VOLUNTEER RESTORATION,2019-03-13,2019-03-14,Resolution Adopted
ETHICS-LOBBYING & DISCLOSURES,2019-12-10,2020-01-08,Referred to Rules Committee
JUV CT-NEGLECTED MINOR,2019-02-11,2019-05-10,Rule 3-9(a) / Re-referred to Assignments
PESTICIDES-PENALTIES,2019-02-13,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
SAFETY-TECH,2019-01-24,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
NURSING-DELEGATION,2019-02-15,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
ANIMALS-INFORMATIONAL MEETING,2019-02-13,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
INS CD-SERIOUS MENTAL ILLNESS,2019-01-10,2019-04-11,Added as Co-Sponsor Sen. Robert Peters
SCH CD-ORGANIZATION UNIT-FUND,2019-01-31,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
CONGRATS-BNWRD,2019-09-18,2019-10-28,Resolution Adopted
AUDIT-DCFS/LGBTQ,2019-05-09,2019-05-31,Resolution Adopted; 039-011-000
DEAF-HARD OF HEARING-DEAFBLIND,2019-04-03,2019-04-03,Referred to Rules Committee
HUMAN TRAFFICKING-OMNIBUS,2019-02-15,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
SCH CD-COMMODITIES CONTRACTS,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
CD CORR-POINT OF CONTACT,2019-11-14,2020-03-03,Referred to Rules Committee
ADOPTION-POST-PLACEMENT,2019-02-15,2019-07-26,Public Act . . . . . . . . . 101-0155
SOCIAL WORK MONTH,2019-01-29,2019-03-19,Resolution Adopted
CHILDREN WITH DISABILITIES,2019-02-07,2019-02-07,Referred to Assignments
IDPH-DIVERSITY TASK FORCE,2019-02-14,2019-08-09,Public Act . . . . . . . . . 101-0273
COMMEND-HALF DAY SCHOOL,2020-03-06,2020-05-22,Resolution Adopted
MENTAL HLTH MODERNIZATION ACT,2019-02-13,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
ILLINOIS-CLIMATE CHANGE,2019-05-15,2019-07-03,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
CAPITAL PLAN-NATURAL AREAS,2019-03-12,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
CONGRESSMAN TIM JOHNSON HWY,2019-02-13,2019-02-13,Referred to Assignments
MEMORIAL-BERNADINE STAKE,2019-03-06,2019-03-07,Resolution Adopted
CONGRATS-JACOB MORALES,2019-11-12,2019-11-13,Resolution Adopted
JUV CT-NEGLECTED MINOR,2019-02-13,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
COMMEND-VINCE ROLVES,2019-10-29,2019-11-12,Resolution Adopted
MEMORIAL-MICHAEL G. CROWELL,2019-10-28,2019-10-30,Resolution Adopted
REGULATION-TECH,2019-01-28,2019-04-12,Rule 19(a) / Re-referred to Rules Committee
STUDENT RECORD/CONFERENCE-DCFS,2019-02-14,2019-04-12,Rule 19(a) / Re-referred to Rules Committee
DBE-MINORITY PERSON,2020-02-14,2020-06-24,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
SCH CD-INSTRUCTIONAL HOURS,2020-02-04,2020-02-18,Tabled
WORLD POLIO DAY,2019-10-28,2019-11-13,Resolution Adopted
NUCLEAR PLANTS-AVOID CLOSURE,2020-05-21,2020-05-21,Referred to Assignments
INVEST IN KIDS FUNDING,2019-04-10,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
CAHOKIA MOUNDS NAT. PARK,2019-05-20,2019-05-31,Resolution Adopted
CHILDREN WITH DISABILITIES,2019-02-13,2019-06-01,Added Alternate Co-Sponsor Rep. Frances Ann Hurley
HAZARDOUS MATERIALS TRAINING,2019-05-30,2019-05-30,Referred to Assignments
DFPR-HARASSMENT TRAINING,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
HARASSMENT TRAINING PROVIDERS,2019-10-24,2019-10-28,Referred to Rules Committee
SCH CD-SCHOOL REPORT CARD DATA,2020-01-07,2020-01-08,Referred to Rules Committee
SCH CD-DIST REPORT CARD INFO,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
PROCUREMENT-DOMESTIC PRODUCTS,2019-02-15,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
MEDICAID-AUTISM SPECTRUM,2019-02-14,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
EDUCATION-TECH,2019-02-05,2019-02-05,Referred to Assignments
METRO EAST DEVELOPMENT ACT,2019-01-23,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
SCH CD-SCH BOARD-OFFICE OATH,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
VETERANS HOME ADMISSIONS,2019-10-29,2020-06-24,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
NURSING-RESIDENCY TERMINATION,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
KASKASKIA WATERSHED PLAN,2019-05-20,2019-06-01,Resolution Adopted
MEDICAID-MENTAL HEALTH-YOUTH,2019-02-13,2019-07-18,Added Co-Sponsor Rep. Karina Villa
CREDIT REPORT AGENCY-SECURITY,2019-01-31,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
MEMORIAL-STEPHAN A. KAMINSKY,2019-03-13,2019-03-14,Resolution Adopted
SEX HARASSMENT REPRESENTATION,2019-02-15,2019-05-23,Added Alternate Co-Sponsor Rep. Barbara Hernandez
LEVEE & FLOODPLAIN TASK FORCE,2019-01-16,2019-07-02,House Committee Amendment No. 1 Rule 19(c) / Re-referred to Rules Committee
REGULATION-TECH,2019-02-14,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
REGULATION-TECH,2020-01-15,2020-05-15,"Rule 2-10 Third Reading/Passage Deadline Established As May 31, 2020"
GREAT LAKES APPRECIATION DAY,2019-04-03,2019-05-31,Resolution Adopted
CHARTER SCH-UNION NEUTRALITY,2020-02-14,2020-04-12,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
SCH CD-CHI CHARTER SCH,2019-01-30,2020-04-12,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
BLACK NURSES MONTH,2019-02-13,2019-07-02,Rule 19(b) / Re-referred to Rules Committee
IMMUNIZATIONS,2020-02-14,2020-02-14,Referred to Assignments
CYBERSECURITY-INFORMATION TECH,2020-02-14,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
RECOGNIZE-BARTHOLOMEW I,2019-05-02,2019-05-30,Added Chief Co-Sponsor Rep. Dan Ugaste
INS CD-SERIOUS MENTAL ILLNESS,2019-02-15,2019-04-25,Added Co-Sponsor Rep. Diane Pappas
HUMAN RIGHTS-ELECTED OFFICIALS,2019-01-10,2019-01-10,Referred to Assignments
URGES REDOUBLING CONSERVATION,2020-02-11,2020-04-12,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
CONGRATS-SCHOOL DISTRICT 159,2019-08-22,2019-10-28,Resolution Adopted
ADOPTION-VARIOUS,2020-01-29,2020-02-27,Referred to Rules Committee
VEH CD-REMOTE STARTER-IDLING,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
EPA-GAS LEAF BLOWER BAN,2020-02-14,2020-02-14,Referred to Assignments
HUMAN RIGHTS-ELECTED OFFICIALS,2019-01-10,2019-03-28,Rule 3-9(a) / Re-referred to Assignments
CHILD SEXUAL ASSAULT-VARIOUS,2019-01-07,2019-04-11,Added Co-Sponsor Rep. Robert Rita
REPEAL INCARCERATION COST-RIMB,2019-02-05,2019-04-12,Rule 3-9(a) / Re-referred to Assignments
FAMILY FIRST PREVENTION ACT,2019-05-15,2019-05-31,Resolution Adopted
PESTICIDE-NEONICOTINOID,2019-02-15,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
CONGRESSMAN TIM JOHNSON HWY,2019-05-08,2019-05-27,Resolution Adopted 116-000-001
GOOD FOOD TASK FORCE,2020-03-05,2020-05-22,Referred to Rules Committee
MEMORIAL-JULIUS W. HEGELER II,2019-10-28,2019-10-30,Resolution Adopted
JUV CT-DETENTION SCREENING,2020-02-14,2020-02-14,Referred to Assignments
SCH CD-SEX EDUCATION-CONSENT,2019-02-14,2019-02-21,Tabled
FOSTER CARE MONTH,2020-01-15,2020-04-12,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
MEMORIAL-MAYUKH BISWAS,2019-04-02,2019-04-03,Resolution Adopted
MENTAL HLTH MODERNIZATION ACT,2019-02-15,2019-05-14,Added as Co-Sponsor Sen. Christopher Belt
DNR-RULES-FLOODPLAINS,2020-02-06,2020-04-12,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
WORK COMP MRSA EMPLOYMENT,2019-02-15,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
SCH CD-STATE FUNDING-NONPUBLIC,2020-02-05,2020-02-05,Referred to Rules Committee
CONGRATS-MULTICULTURAL PROGRAM,2019-03-28,2019-03-29,Resolution Adopted
MEMORIAL-REV. WILLIAM IPEMA,2019-10-28,2019-10-30,Resolution Adopted
TRANSPORTATION-VARIOUS,2019-02-14,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
FOSTER CARE MONTH,2019-04-09,2019-05-31,Resolution Adopted
CORPORATE GIVEAWAYS COMPACT,2020-01-28,2020-05-15,"Rule 2-10 Committee/3rd Reading Deadline Established As May 31, 2020"
PESTICIDE ACT-PENALTIES,2020-02-13,2020-02-18,Referred to Rules Committee
KASKASKIA WATERSHED PLAN,2019-05-28,2019-11-14,Resolution Adopted
DEAF-HARD OF HEARING-DEAFBLIND,2019-05-30,2019-05-30,Referred to Rules Committee
SCHOOL FACILITY & RESOURCE TAX,2019-02-15,2019-07-03,Senate Floor Amendment No. 1 Pursuant to Senate Rule 3-9(b) / Referred to Assignments
HYDRAULIC FRACTURING-PROHIBIT,2019-02-15,2020-05-22,"Added Co-Sponsor Rep. Jonathan ""Yoni"" Pizer"
SCH CD-ST AID-EMPLOYEE PENSION,2019-02-14,2019-03-29,Rule 19(a) / Re-referred to Rules Committee
SENATE RULES-AMEND,2020-05-24,2020-05-24,Resolution Adopted; 054-000-000
SCH CD-CHARACTER EDUCATION,2018-11-30,2019-05-10,Rule 3-9(a) / Re-referred to Assignments
RTA-ENVIRONMENT PROTECT-TECH                                               ,1997-02-06T00:00:00-06:00,1999-01-12T00:00:00-06:00,SESSION SINE DIE
AIRPORT-DOT FUND-ENVIRON STUDY                                             ,1997-01-29T00:00:00-06:00,1999-01-12T00:00:00-06:00,SESSION SINE DIE
ENVIRON & VIOLENCE PREV LIC PL                                             ,1998-02-17T00:00:00-06:00,1999-01-12T00:00:00-06:00,SESSION SINE DIE
ENVIRON REMEDIATION TAX CREDIT                                             ,1998-02-20T00:00:00-06:00,1999-01-12T00:00:00-06:00,SESSION SINE DIE
UTILITY ENVIRONMENT INITIATIVE                                             ,1999-02-25T00:00:00-06:00,2001-01-09T00:00:00-06:00,SESSION SINE DIE
FOOD INSPECTOR-ENVIRON HEALTH                                              ,2000-01-19T00:00:00-06:00,2001-01-09T00:00:00-06:00,SESSION SINE DIE
ENVIRON HEALTH PRACT-SUNSET                                                ,2001-02-21T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
ENVIRON HEALTH PRACTITNR-TECH                                              ,2001-03-01T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
ENVIRON-CLEAR WATER-WETLANDS                                               ,2001-02-28T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
ENVIRON-GROUNDWATER PROTECTION                                             ,2001-02-21T00:00:00-06:00,2001-08-15T00:00:00-05:00,PUBLIC ACT.............................. 92-0369
DRYCLEANER ENVIRON RESPONSE                                                ,2001-02-15T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
UNEMP INS-TECH,2004-02-04,2005-01-11,Session Sine Die
EPA-ELECTRONIC PRODUCTS,2004-02-04,2005-01-11,Session Sine Die
RENEWABLE ENERGY-UNIVERSITIES,2004-01-28,2005-01-11,Session Sine Die
ENVIRON HEALTH PRACTITNR-TECH                                              ,2002-02-06T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
DRYCLEANER ENVIRON RESPNS TRST                                             ,2001-02-22T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
DRYCLNER ENVIRON RESPONSE-TECH                                             ,2001-01-30T00:00:00-06:00,2003-01-07T00:00:00-06:00,SESSION SINE DIE
DNR-ASSESS ENVIRONMENT IMPACT                                              ,2001-04-03T00:00:00-05:00,2001-05-25T00:00:00-05:00,RESOLUTION ADOPTED AS AMENDED 118-000-000
RESIDENTAL LANDLORD-TENANT ACT,2004-02-03,2005-01-11,Session Sine Die
ENVIRONMENTAL SAFETY-TECH,2004-02-06,2005-01-11,Session Sine Die
IEMA-NUCLEAR SAFETY,2004-02-05,2004-03-02,"Tabled By Sponsor Rep. Charles G. Morrow, III"
CORP LOCATION EFFICNCY TSK FRC,2004-04-21,2005-01-11,Session Sine Die
CONGRATS DON AND MARY BARTOLI,2004-04-27,2004-04-28,Resolution Adopted by Voice Vote
CHILDREN'S DAY,2004-04-21,2004-04-22,Chief Co-Sponsor Rep. Maria Antonia Berrios
ENVIRONMENTAL PROTECTION-TECH,2004-02-06,2005-01-11,Session Sine Die
DIGITAL GOVT TASK FORCE,2004-02-04,2005-01-11,Session Sine Die
SPECIAL EDUCATION RULES-CHANGE,2004-02-09,2005-01-11,Session Sine Die
DCFS FOSTER CARE TASK FORCE,2003-12-08,2005-01-11,Session Sine Die
SCH CD-INDOOR AIR-FAC QUALITY,2004-01-14,2005-01-11,Session Sine Die
EPA NOTIFY WELL CONTAIMINATION,2004-05-26,2004-06-01,Resolution Adopted by Voice Vote
VETERAN HOMES-TECH,2004-02-06,2005-01-11,Session Sine Die
FOOD AG RESEARCH-TECH,2004-02-06,2005-01-11,Session Sine Die
MEMORIAL BILL HODGE,2004-11-09,2004-11-16,Resolution Adopted by Voice Vote
RECOGNIZES KUTSUNIS GIFT,2004-11-18,2005-01-10,Resolution Adopted
EPA-ELECTRONIC WASTE DISPOSAL,2004-02-06,2005-01-11,Session Sine Die
DIG SAFELY ILLINOIS MONTH,2004-02-19,2005-01-11,Session Sine Die
CONGRATS CUB SCOUT PACK 464,2004-01-14,2004-01-15,Resolution Adopted by Voice Vote
CONGRATS NICHOLAS PRUITT,2004-11-12,2004-11-16,Resolution Adopted by Voice Vote
CONGRATS REP ROSEMARY KURTZ,2005-01-07,2005-01-11,Added Chief Co-Sponsor Rep. Karen May
IL RIVER COORDINATING COUNCIL,2004-01-30,2005-01-11,Session Sine Die
WETLANDS PROTECTION ACT,2004-02-09,2005-01-11,Session Sine Die
CHILDREN-EARLY INTERVENTION,2004-02-05,2005-01-11,Session Sine Die
EPA-PRESSURE-TREATED WOOD,2004-02-09,2005-01-11,Session Sine Die
MHDD-MEDICAID-SERVICES,2004-02-05,2005-01-11,Session Sine Die
HONORS USS TRITON,2004-07-01,2004-07-09,Resolution Adopted by Voice Vote
MERCURY REDUCTION ACT,2004-02-03,2004-08-20,Public Act . . . . . . . . . 93-0964
JUV CT-TECH,2004-01-23,2005-01-11,Session Sine Die
RENEWABLE FUELS-TECH,2004-02-06,2005-01-11,Session Sine Die
CONGRATS JOHN CHESTER,2004-05-18,2004-05-20,Resolution Adopted by Voice Vote
CONGRATS SEN PATRICK WELCH,2005-01-11,2005-01-11,Resolution Adopted
ENVIRON RESOURCES ADVIS COMM,2003-02-28,2005-01-11,Session Sine Die
EARLY INTERVENTION SRVCS-TECH,2004-02-06,2005-01-11,Session Sine Die
CONGRATS PERSPECTIVES SCHOOL,2004-09-08,2004-11-08,Resolution Adopted by Voice Vote
EPA-OPEN DUMPING-LIENS,2004-02-06,2005-01-11,Session Sine Die
HOSPITAL-NURSE STAFFING PLAN,2004-02-04,2005-01-11,Session Sine Die
COUNTY JAIL-LONG-TERM CARE,2004-02-04,2005-01-11,Session Sine Die
MEMORIAL JACOB CARRUTHERS JR,2004-01-09,2004-01-15,Resolution Adopted by Voice Vote
VEH CD-INSURE-ENVIRONMENTAL,2004-02-05,2005-01-11,Session Sine Die
DCFS-MENTAL HEALTH SERVICES,2004-02-02,2005-01-11,Session Sine Die
DISEASED ANIMALS-LIVESTOCK,2004-02-06,2004-08-20,Public Act . . . . . . . . . 93-0980
RECOGNIZES MORMONS OF ILLINOIS,2004-04-01,2004-04-01,Resolution Adopted by Voice Vote
MEMORIAL JACOB H CARRUTHERS,2004-03-31,2004-04-02,Resolution Adopted by Voice Vote
EDUCATION-TECH,2004-02-06,2005-01-11,Session Sine Die
REPEALS HEALTH FAC PLANNING BD,2004-07-14,2005-01-11,Session Sine Die
MEDICAL ERROR REPORTING LAW,2004-02-05,2005-01-11,Session Sine Die
MHDD-MEDICAID-SERVICES,2004-02-03,2004-07-21,Public Act . . . . . . . . . 93-0773
COMMENDS SGT MIKE JOHNSTONE,2004-02-09,2004-02-10,Resolution Adopted by Voice Vote
EPA-LITTER-RECYCLE FUND,2004-02-06,2005-01-11,Session Sine Die
MEMORIAL FRED C OLDS,2004-05-18,2004-05-20,Resolution Adopted by Voice Vote
JUV CT-TECH,2004-02-06,2005-01-11,Session Sine Die
DHS-LINCOLN DEVELOPMNTL CENTER,2004-05-25,2004-06-01,Resolution Adopted 075-034-000
EPA-TOXIC RELEASE FORMS,2004-01-29,2005-01-11,Session Sine Die
CLEAN AIR/ASTHMA AWARENESS DAY,2004-04-27,2004-05-04,Added Co-Sponsor Rep. Patricia R. Bellock
MERCURY POLLUTION-COAL PLANTS,2004-05-19,2005-01-11,Session Sine Die
SENIOR ENVIRONMENTAL CORPS,2004-02-04,2005-01-11,Session Sine Die
CONGRATS INT INTERIOR DESIGN,2004-05-19,2004-05-20,Resolution Adopted by Voice Vote
SCH CD-STANDARD TEACH CERT REQ,2004-01-27,2005-01-11,Session Sine Die
MARRIAGE ACT-CUSTODY-VIOLENCE,2004-02-04,2005-01-11,Session Sine Die
CONGRATS GEMS OF THE PRAIRIE,2004-04-28,2004-04-29,Resolution Adopted by Voice Vote
SCH CD-STANDARD TEACH CERT REQ,2004-02-04,2005-01-11,Session Sine Die
CONGRATS JOE SHACTER,2004-11-17,2004-11-18,Resolution Adopted by Voice Vote
CIVIL LAW NOTARY ACT,2004-02-04,2005-01-11,Session Sine Die
EPA-DISPOSABLE OIL FILTERS,2004-02-03,2005-01-11,Session Sine Die
MOTOR FUEL FAIR MRKT PRAC ACT,2004-02-06,2005-01-11,Session Sine Die
STATEVILLE PRISON NEWSPAPER,2004-03-25,2005-01-11,Session Sine Die
SCH CD-NUTRITION/PHYS ACTIVITY,2004-02-06,2005-01-11,Session Sine Die
HOMELESS MENTAL ILL & DISABLED,2004-01-15,2005-01-11,Session Sine Die
HEALTH CARE-TECH,2004-02-05,2005-01-11,Session Sine Die
COMP HEALTH EDUC-NUTRITION,2003-12-19,2005-01-11,Session Sine Die
ALTERNATE FUELS - GRANTS,2004-10-25,2005-01-11,Session Sine Die
INS IMMUNOSUPPRESSIVE AGENTS,2004-02-05,2005-01-11,Session Sine Die
DEPT OF CORRECTIONS STAFFING,2004-08-31,2005-01-11,Session Sine Die
ENVIRONMENTAL PURCHASING GROUP,2004-04-02,2004-06-01,Added Chief Co-Sponsor Rep. Mike Boland
EDUCATION-TECH,2004-02-06,2005-01-11,Session Sine Die
CONGRATS MICHAEL L SMOOT,2004-07-06,2004-07-09,Resolution Adopted by Voice Vote
ABUSED CHILD-PRIMA FACIE,2004-02-05,2005-01-11,Session Sine Die
SHARED HOUSNG-NUMBER RESIDENTS,2004-02-04,2005-01-11,Session Sine Die
EPA-AIR POLLUTION,2004-02-06,2005-01-11,Session Sine Die
BALLOT INITIATIVE ENVIRONMENT,2003-02-20,2005-01-11,Session Sine Die
EXECUTIVE BRANCH-TECH,2004-02-03,2005-01-11,Session Sine Die
RECOGNIZES ALICE PHILLIPS,2004-05-03,2004-05-06,Resolution Adopted by Voice Vote
ADOPTION ACT-CHRONIC ABUSE,2004-02-02,2005-01-11,Session Sine Die
ASSISTED LIVING-TECH,2004-02-06,2005-01-11,Session Sine Die
COUNTY JAIL-MEDICAL EXPENSES,2004-02-04,2005-01-11,Session Sine Die
UNEMPLOY INSURANCE-STALKING,2004-02-09,2005-01-11,Session Sine Die
JUV CT-DELINQUENCY AGE,2004-02-04,2005-01-11,Session Sine Die
NATIONAL SCHOOL LUNCH PROGRAM,2003-12-19,2004-05-30,Resolution Adopted by Voice Vote
CHILDREN-TECH,2004-02-06,2005-01-11,Session Sine Die
SCH CD-SPEC ED-ATTORNEY FEES,2004-02-09,2005-01-11,Session Sine Die
RECOGNIZES MORMONS OF ILLINOIS,2004-01-15,2004-03-31,Added Chief Co-Sponsor Rep. Daniel J. Burke
RENEWABLE FUELS-TECH,2004-01-28,2005-01-11,Session Sine Die
HUMAN RTS-SEX HARASSMENT-EDUC,2004-01-05,2005-01-11,Session Sine Die
